record_id,status,signal_csv,n_samples,n_gt_beats,tp,fp,fn,precision_ppv,recall_sensitivity,f1,detection_error_rate,windows_processed,apply_causal_filter,error_message
214,ok,C:\repos\ecg-dataset-single-lead\mit-bih\signals\record_minmax\214_mlii_125hz_record.csv,225694.0,2272.0,1022.0,3.0,1250.0,0.9970731707317073,0.4498239436619718,0.6199575371549895,0.5514964788732394,1154.0,False,
215,ok,C:\repos\ecg-dataset-single-lead\mit-bih\signals\record_minmax\215_mlii_125hz_record.csv,225694.0,3395.0,1676.0,0.0,1719.0,1.0,0.4936671575846834,0.6610136067836718,0.5063328424153166,1678.0,False,
217,ok,C:\repos\ecg-dataset-single-lead\mit-bih\signals\record_minmax\217_mlii_125hz_record.csv,225694.0,2213.0,978.0,1.0,1235.0,0.9989785495403473,0.4419340262087664,0.612781954887218,0.5585178490736556,1105.0,False,
219,ok,C:\repos\ecg-dataset-single-lead\mit-bih\signals\record_minmax\219_mlii_125hz_record.csv,225694.0,2291.0,902.0,11.0,1389.0,0.9879518072289156,0.39371453513749455,0.5630461922596753,0.6110868616324749,1148.0,False,
220,ok,C:\repos\ecg-dataset-single-lead\mit-bih\signals\record_minmax\220_mlii_125hz_record.csv,225694.0,2052.0,640.0,0.0,1412.0,1.0,0.31189083820662766,0.475482912332838,0.6881091617933723,1058.0,False,
221,ok,C:\repos\ecg-dataset-single-lead\mit-bih\signals\record_minmax\221_mlii_125hz_record.csv,225694.0,2439.0,1085.0,8.0,1354.0,0.9926806953339433,0.44485444854448547,0.6143827859569649,0.5584255842558425,1253.0,False,
222,ok,C:\repos\ecg-dataset-single-lead\mit-bih\signals\record_minmax\222_mlii_125hz_record.csv,225694.0,2498.0,1161.0,4.0,1337.0,0.9965665236051502,0.4647718174539632,0.6339066339066338,0.5368294635708567,1280.0,False,
223,ok,C:\repos\ecg-dataset-single-lead\mit-bih\signals\record_minmax\223_mlii_125hz_record.csv,225694.0,2615.0,1299.0,0.0,1316.0,1.0,0.49674952198852773,0.6637710781808891,0.5032504780114723,1302.0,False,
228,ok,C:\repos\ecg-dataset-single-lead\mit-bih\signals\record_minmax\228_mlii_125hz_record.csv,225694.0,2100.0,720.0,35.0,1380.0,0.9536423841059603,0.34285714285714286,0.5043782837127846,0.6738095238095239,1100.0,False,
230,ok,C:\repos\ecg-dataset-single-lead\mit-bih\signals\record_minmax\230_mlii_125hz_record.csv,225694.0,2259.0,958.0,15.0,1301.0,0.9845837615621789,0.42408145196989816,0.5928217821782178,0.5825586542718016,1143.0,False,
231,ok,C:\repos\ecg-dataset-single-lead\mit-bih\signals\record_minmax\231_mlii_125hz_record.csv,225694.0,2000.0,640.0,80.0,1360.0,0.8888888888888888,0.32,0.47058823529411764,0.72,1120.0,False,
232,ok,C:\repos\ecg-dataset-single-lead\mit-bih\signals\record_minmax\232_mlii_125hz_record.csv,225694.0,1815.0,721.0,32.0,1094.0,0.9575033200531209,0.3972451790633609,0.5615264797507787,0.6203856749311295,1145.0,False,
233,ok,C:\repos\ecg-dataset-single-lead\mit-bih\signals\record_minmax\233_mlii_125hz_record.csv,225694.0,3081.0,1535.0,0.0,1546.0,1.0,0.4982148653034729,0.6650779896013865,0.5017851346965271,1536.0,False,
234,ok,C:\repos\ecg-dataset-single-lead\mit-bih\signals\record_minmax\234_mlii_125hz_record.csv,225694.0,2761.0,1375.0,0.0,1386.0,1.0,0.49800796812749004,0.6648936170212766,0.50199203187251,1376.0,False,
