record_id,status,signal_csv,n_samples,n_gt_beats,tp,fp,fn,precision_ppv,recall_sensitivity,f1,detection_error_rate,windows_processed,apply_causal_filter,error_message
212,ok,C:\repos\ecg-dataset-single-lead\mit-bih\signals\record_minmax\212_mlii_125hz_record.csv,225694.0,2762.0,2752.0,3705.0,10.0,0.42620411956016724,0.99637943519189,0.5970278772101095,1.3450398262128893,6457.0,False,
213,ok,C:\repos\ecg-dataset-single-lead\mit-bih\signals\record_minmax\213_mlii_125hz_record.csv,225694.0,3251.0,3247.0,12935.0,4.0,0.2006550488196762,0.9987696093509689,0.3341738280244944,3.980006151953245,16182.0,False,
214,ok,C:\repos\ecg-dataset-single-lead\mit-bih\signals\record_minmax\214_mlii_125hz_record.csv,225694.0,2272.0,2264.0,8057.0,8.0,0.2193585892839841,0.9964788732394366,0.359564837608195,3.5497359154929575,10321.0,False,
215,ok,C:\repos\ecg-dataset-single-lead\mit-bih\signals\record_minmax\215_mlii_125hz_record.csv,225694.0,3395.0,3371.0,3629.0,24.0,0.4815714285714286,0.9929307805596466,0.6485810485810486,1.0759941089837997,7000.0,False,
217,ok,C:\repos\ecg-dataset-single-lead\mit-bih\signals\record_minmax\217_mlii_125hz_record.csv,225694.0,2213.0,2205.0,5321.0,8.0,0.2929843210204624,0.9963849977406236,0.4528185645343465,2.4080433800271126,7526.0,False,
219,ok,C:\repos\ecg-dataset-single-lead\mit-bih\signals\record_minmax\219_mlii_125hz_record.csv,225694.0,2291.0,2286.0,6667.0,5.0,0.2553334077962694,0.9978175469227412,0.4066168623265742,2.9122653862941945,8956.0,False,
220,ok,C:\repos\ecg-dataset-single-lead\mit-bih\signals\record_minmax\220_mlii_125hz_record.csv,225694.0,2052.0,2048.0,2218.0,4.0,0.48007501172058137,0.9980506822612085,0.6483064260842039,1.0828460038986354,4266.0,False,
221,ok,C:\repos\ecg-dataset-single-lead\mit-bih\signals\record_minmax\221_mlii_125hz_record.csv,225694.0,2439.0,2428.0,8506.0,11.0,0.22205963051033473,0.995489954899549,0.3631197188364615,3.4920049200492005,10934.0,False,
222,ok,C:\repos\ecg-dataset-single-lead\mit-bih\signals\record_minmax\222_mlii_125hz_record.csv,225694.0,2498.0,2489.0,5336.0,9.0,0.3180830670926518,0.9963971176941553,0.4822241596435145,2.1397117694155323,7825.0,False,
223,ok,C:\repos\ecg-dataset-single-lead\mit-bih\signals\record_minmax\223_mlii_125hz_record.csv,225694.0,2615.0,2607.0,8464.0,8.0,0.23548008309999097,0.9969407265774378,0.38097325734327053,3.2397705544933078,11071.0,False,
228,ok,C:\repos\ecg-dataset-single-lead\mit-bih\signals\record_minmax\228_mlii_125hz_record.csv,225694.0,2100.0,2072.0,5102.0,28.0,0.2888207415667689,0.9866666666666667,0.4468406297174898,2.442857142857143,7176.0,False,
230,ok,C:\repos\ecg-dataset-single-lead\mit-bih\signals\record_minmax\230_mlii_125hz_record.csv,225694.0,2259.0,2254.0,3499.0,5.0,0.3917955849122197,0.9977866312527667,0.5626560159760359,1.551128818061089,5753.0,False,
231,ok,C:\repos\ecg-dataset-single-lead\mit-bih\signals\record_minmax\231_mlii_125hz_record.csv,225694.0,2000.0,1692.0,3829.0,308.0,0.3064662198877015,0.846,0.4499401675309135,2.0685,5521.0,False,
232,ok,C:\repos\ecg-dataset-single-lead\mit-bih\signals\record_minmax\232_mlii_125hz_record.csv,225694.0,1815.0,1790.0,3106.0,25.0,0.36560457516339867,0.9862258953168044,0.5334525406049768,1.725068870523416,5035.0,False,
233,ok,C:\repos\ecg-dataset-single-lead\mit-bih\signals\record_minmax\233_mlii_125hz_record.csv,225694.0,3081.0,3076.0,7347.0,5.0,0.2951165691259714,0.9983771502758845,0.45556872037914686,2.3862382343395003,10423.0,False,
234,ok,C:\repos\ecg-dataset-single-lead\mit-bih\signals\record_minmax\234_mlii_125hz_record.csv,225694.0,2761.0,2753.0,6774.0,8.0,0.28896819565445575,0.997102499094531,0.44807942708333326,2.4563563926113727,9527.0,False,
